JAHR;KT;GEBIET;FAT;BIO;B_KULTURLAND;B_VERSORGUNGSSICHERHEIT;B_BIODIVERSITAET;B_PRODUKTIONSSYSTEME;B_LANDSCHAFTSQUALITAET;B_RESSOURCENEFFIZIENZ
2019;99;01;452;0;34077;177734;73189;131399;21450;12647
2019;99;01;452;1;223212;1514330;652292;1610112;177291;119321
2019;99;01;999;0;514613;3141398;1269841;1471937;402579;190928
2019;99;01;999;1;597379;4189501;2139241;4437451;585954;262270
2019;99;02;411;0;97527;477189;66563;104121;42140;39621
2019;99;02;411;1;24963;58788;3157;61868;4825;0
2019;99;02;413;1;24953;57358;34754;41469;20504;1211
2019;99;02;414;0;7788;20414;7213;5957;4430;0
2019;99;02;414;1;42619;62060;78490;56737;11507;375
2019;99;02;415;0;48030;38003;18858;4729;13384;9072
2019;99;02;415;1;78139;86476;82929;55098;12619;15899
2019;99;02;421;1;51160;84419;57072;57743;24479;0
2019;99;02;422;0;74192;185963;96021;80024;40202;5721
2019;99;02;422;1;102000;200181;209097;136475;57072;5840
2019;99;02;431;0;71552;153442;80734;44337;9764;0
2019;99;02;431;1;179232;335232;343921;198583;66753;1338
2019;99;02;442;0;395870;878840;281952;677214;117815;66260
2019;99;02;442;1;57394;84288;26641;94782;20656;6602
2019;99;02;443;0;192259;281703;116533;501885;36490;5210
2019;99;02;443;1;181825;341120;165798;447025;55710;6971
2019;99;02;451;0;296973;792121;122807;171131;79859;13253
2019;99;02;451;1;24470;115691;35813;104001;17401;25006
2019;99;02;452;0;201028;537169;206269;186077;82126;15127
2019;99;02;452;1;326401;767908;499640;675204;152647;36494
2019;99;02;999;0;1428597;3128434;841006;1301088;398228;94763
2019;99;02;999;1;2421864;3918164;2005780;3001513;590191;103596
