creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Finland,Portfolio Investment Total Banks Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,12027057,0,0,14752478.97,14362290,0,0,0,0,0,0,0,12.027057,0,0,14.75247897,14.36229,0
Finland,Portfolio Investment Total Banks Assets (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,116405066,169629063,412128810,649946871,331294185,560393400,596933988,769469391,1182938960,0,0,0,116.405066,169.629063,412.12881,649.946871,331.294185,560.3934,596.933988,769.469391,1182.93896
Finland,Portfolio Investment Total Banks Assets (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Portfolio Investment Total Banks Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,918756720,1422413788,1111938032,1949831670,2537444049,1877946063,2987804400,4020224940,4424646318,3294614760,0,0,918.75672,1422.413788,1111.938032,1949.83167,2537.444049,1877.946063,2987.8044,4020.22494,4424.646318,3294.61476
Finland,Portfolio Investment Total Banks Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,27205020,215307147,111068755,185012160,308169414,379043412,613695600,994386678,710182893,139064917.3,0,0,27.20502,215.307147,111.068755,185.01216,308.169414,379.043412,613.6956,994.386678,710.182893,139.0649173
Finland,Portfolio Investment Total Banks Assets (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Portfolio Investment Total Banks Assets (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Portfolio Investment Total Banks Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,236218890,589693953,882828495,1995794970,2453239929,1704345405,1864136400,2944824456,3247676061,416505761.8,0,0,236.21889,589.693953,882.828495,1995.79497,2453.239929,1704.345405,1864.1364,2944.824456,3247.676061,416.5057618
France,Portfolio Investment Total Banks Assets (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,3000826500,4289603529,4830335922,5158519240,5984371543,5204200569,7602766441,7365249376,12926966233,12136878306,14809615814,17246957989,3000.8265,4289.603529,4830.335922,5158.51924,5984.371543,5204.200569,7602.766441,7365.249376,12926.96623,12136.87831,14809.61581,17246.95799
France,Portfolio Investment Total Banks Assets (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,4941449100,8478853808,10461322908,16530520516,11799732185,11830824354,15516240197,18074873537,34521564554,36555914599,39241757610,36736608348,4941.4491,8478.853808,10461.32291,16530.52052,11799.73219,11830.82435,15516.2402,18074.87354,34521.56455,36555.9146,39241.75761,36736.60835
